,lemma,word_form,word_number,n_tokens,tokenization_type,article_probs,article_number,article_type,article,affix,sentence,model_token_inputs,source,surprisal
0,patrono,patrono,sing,2,default,0.03667966648936272,singular,definite,El,s,[MASK] patrono,"[CLS] , [MASK] , patr , ##ono , [SEP]",non_morphemic,3.3055327240735215
1,patrono,patrono,sing,2,default,1.1538780199771281e-05,plural,definite,Los,s,[MASK] patrono,"[CLS] , [MASK] , patr , ##ono , [SEP]",non_morphemic,11.369797004397395
2,patrono,patronos,plur,2,default,3.1111125281313434e-05,singular,definite,El,s,[MASK] patronos,"[CLS] , [MASK] , patr , ##onos , [SEP]",non_morphemic,10.37794507666056
3,patrono,patronos,plur,2,default,0.08475390076637268,plural,definite,Los,s,[MASK] patronos,"[CLS] , [MASK] , patr , ##onos , [SEP]",non_morphemic,2.468003507038915
4,patrono,patrono##s,plur,3,artificial,2.021411455643829e-05,singular,definite,El,s,[MASK] patrono##s,"[CLS] , [MASK] , patr , ##ono , ##s , [SEP]",non_morphemic,10.809129457144806
5,patrono,patrono##s,plur,3,artificial,0.015555229038000107,plural,definite,Los,s,[MASK] patrono##s,"[CLS] , [MASK] , patr , ##ono , ##s , [SEP]",non_morphemic,4.163358424343633
6,patrono,patrono,sing,2,default,0.0014747998211532831,singular,indefinite,Un,s,[MASK] patrono,"[CLS] , [MASK] , patr , ##ono , [SEP]",non_morphemic,6.519233012872746
7,patrono,patrono,sing,2,default,2.794745057599357e-08,plural,indefinite,Unos,s,[MASK] patrono,"[CLS] , [MASK] , patr , ##ono , [SEP]",non_morphemic,17.392939855244578
8,patrono,patronos,plur,2,default,5.564284037973266e-06,singular,indefinite,Un,s,[MASK] patronos,"[CLS] , [MASK] , patr , ##onos , [SEP]",non_morphemic,12.099142235965703
9,patrono,patronos,plur,2,default,6.029789074091241e-05,plural,indefinite,Unos,s,[MASK] patronos,"[CLS] , [MASK] , patr , ##onos , [SEP]",non_morphemic,9.71621343426395
10,patrono,patrono##s,plur,3,artificial,6.718650183756836e-06,singular,indefinite,Un,s,[MASK] patrono##s,"[CLS] , [MASK] , patr , ##ono , ##s , [SEP]",non_morphemic,11.91062328911777
11,patrono,patrono##s,plur,3,artificial,3.9912189095048234e-05,plural,indefinite,Unos,s,[MASK] patrono##s,"[CLS] , [MASK] , patr , ##ono , ##s , [SEP]",non_morphemic,10.128828789617398
12,premisa,premisa,sing,2,default,0.013308468274772167,singular,definite,La,s,[MASK] premisa,"[CLS] , [MASK] , premis , ##a , [SEP]",non_morphemic,4.319354733980877
13,premisa,premisa,sing,2,default,1.022441665554652e-05,plural,definite,Las,s,[MASK] premisa,"[CLS] , [MASK] , premis , ##a , [SEP]",non_morphemic,11.490731908465165
14,premisa,premisas,plur,2,default,3.5075339837931097e-05,singular,definite,La,s,[MASK] premisas,"[CLS] , [MASK] , premis , ##as , [SEP]",non_morphemic,10.258012243129427
15,premisa,premisas,plur,2,default,0.006257282104343176,plural,definite,Las,s,[MASK] premisas,"[CLS] , [MASK] , premis , ##as , [SEP]",non_morphemic,5.074009356783897
16,premisa,premisa##s,plur,3,artificial,0.0002869935124181211,singular,definite,La,s,[MASK] premisa##s,"[CLS] , [MASK] , premis , ##a , ##s , [SEP]",non_morphemic,8.156050947275055
17,premisa,premisa##s,plur,3,artificial,0.011762738227844238,plural,definite,Las,s,[MASK] premisa##s,"[CLS] , [MASK] , premis , ##a , ##s , [SEP]",non_morphemic,4.442818521111503
18,premisa,premisa,sing,2,default,0.0011327073443681002,singular,indefinite,Una,s,[MASK] premisa,"[CLS] , [MASK] , premis , ##a , [SEP]",non_morphemic,6.78314463183045
19,premisa,premisa,sing,2,default,3.211089847354742e-07,plural,indefinite,Unas,s,[MASK] premisa,"[CLS] , [MASK] , premis , ##a , [SEP]",non_morphemic,14.951485255129127
20,premisa,premisas,plur,2,default,1.4079266293265391e-05,singular,indefinite,Una,s,[MASK] premisas,"[CLS] , [MASK] , premis , ##as , [SEP]",non_morphemic,11.170807318445453
21,premisa,premisas,plur,2,default,0.0003892615204676986,plural,indefinite,Unas,s,[MASK] premisas,"[CLS] , [MASK] , premis , ##as , [SEP]",non_morphemic,7.8512591511108765
22,premisa,premisa##s,plur,3,artificial,5.365675315260887e-05,singular,indefinite,Una,s,[MASK] premisa##s,"[CLS] , [MASK] , premis , ##a , ##s , [SEP]",non_morphemic,9.832903222575906
23,premisa,premisa##s,plur,3,artificial,0.0004024670924991369,plural,indefinite,Unas,s,[MASK] premisa##s,"[CLS] , [MASK] , premis , ##a , ##s , [SEP]",non_morphemic,7.817897222214124
24,kilo,kilo,sing,2,default,0.010011492297053337,singular,definite,El,s,[MASK] kilo,"[CLS] , [MASK] , k , ##ilo , [SEP]",non_morphemic,4.6040216161417105
25,kilo,kilo,sing,2,default,0.0008647285285405815,plural,definite,Los,s,[MASK] kilo,"[CLS] , [MASK] , k , ##ilo , [SEP]",non_morphemic,7.053094940127901
26,kilo,kilos,plur,2,default,0.00033418022212572396,singular,definite,El,s,[MASK] kilos,"[CLS] , [MASK] , k , ##ilos , [SEP]",non_morphemic,8.003830123309635
27,kilo,kilos,plur,2,default,0.02214360237121582,plural,definite,Los,s,[MASK] kilos,"[CLS] , [MASK] , k , ##ilos , [SEP]",non_morphemic,3.8102066562102737
28,kilo,kilo##s,plur,3,artificial,0.00019705790327861905,singular,definite,El,s,[MASK] kilo##s,"[CLS] , [MASK] , k , ##ilo , ##s , [SEP]",non_morphemic,8.532012947141679
29,kilo,kilo##s,plur,3,artificial,0.023765314370393753,plural,definite,Los,s,[MASK] kilo##s,"[CLS] , [MASK] , k , ##ilo , ##s , [SEP]",non_morphemic,3.739528140710211
30,kilo,kilo,sing,2,default,0.002247455297037959,singular,indefinite,Un,s,[MASK] kilo,"[CLS] , [MASK] , k , ##ilo , [SEP]",non_morphemic,6.0979566818995306
31,kilo,kilo,sing,2,default,8.059897481871303e-06,plural,indefinite,Unos,s,[MASK] kilo,"[CLS] , [MASK] , k , ##ilo , [SEP]",non_morphemic,11.728609720897435
32,kilo,kilos,plur,2,default,8.518466347595677e-05,singular,indefinite,Un,s,[MASK] kilos,"[CLS] , [MASK] , k , ##ilos , [SEP]",non_morphemic,9.370689146482798
33,kilo,kilos,plur,2,default,0.00026610994245857,plural,indefinite,Unos,s,[MASK] kilos,"[CLS] , [MASK] , k , ##ilos , [SEP]",non_morphemic,8.231601017061308
34,kilo,kilo##s,plur,3,artificial,5.8408884797245264e-05,singular,indefinite,Un,s,[MASK] kilo##s,"[CLS] , [MASK] , k , ##ilo , ##s , [SEP]",non_morphemic,9.748042542762612
35,kilo,kilo##s,plur,3,artificial,0.0001417992461938411,plural,indefinite,Unos,s,[MASK] kilo##s,"[CLS] , [MASK] , k , ##ilo , ##s , [SEP]",non_morphemic,8.861098259861752
36,bebedor,bebedor,sing,2,default,0.07552950084209442,singular,definite,El,es,[MASK] bebedor,"[CLS] , [MASK] , bebe , ##dor , [SEP]",non_morphemic,2.5832319594156177
37,bebedor,bebedor,sing,2,default,6.493309047073126e-05,plural,definite,Los,es,[MASK] bebedor,"[CLS] , [MASK] , bebe , ##dor , [SEP]",non_morphemic,9.642153195614753
38,bebedor,bebedores,plur,2,default,0.00015235415776260197,singular,definite,El,es,[MASK] bebedores,"[CLS] , [MASK] , bebe , ##dores , [SEP]",non_morphemic,8.789302762044413
39,bebedor,bebedores,plur,2,default,0.10263434052467346,plural,definite,Los,es,[MASK] bebedores,"[CLS] , [MASK] , bebe , ##dores , [SEP]",non_morphemic,2.2765826992764846
40,bebedor,bebedor##es,plur,3,artificial,0.0002790005528368056,singular,definite,El,es,[MASK] bebedor##es,"[CLS] , [MASK] , bebe , ##dor , ##es , [SEP]",non_morphemic,8.184296794650944
41,bebedor,bebedor##es,plur,3,artificial,0.15806013345718384,plural,definite,Los,es,[MASK] bebedor##es,"[CLS] , [MASK] , bebe , ##dor , ##es , [SEP]",non_morphemic,1.8447797268605812
42,bebedor,bebedor,sing,2,default,0.007657651789486408,singular,indefinite,Un,es,[MASK] bebedor,"[CLS] , [MASK] , bebe , ##dor , [SEP]",non_morphemic,4.872049897124531
43,bebedor,bebedor,sing,2,default,1.873612632152799e-06,plural,indefinite,Unos,es,[MASK] bebedor,"[CLS] , [MASK] , bebe , ##dor , [SEP]",non_morphemic,13.187642101943364
